Flight Number,Airline Name,Source City,Destination City,Source Airport Code,Destination Airport Code,Date,Departure Time,Arrival Time,Base Fare,Layover Type,Departure Date,Departure Full Time,Departure Hour,Arrival Date,Arrival Full Time,Arrival Hour,Tax,Total Fare,Time Block
AI-9485,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-01,2025-08-01T00:35:00,2025-08-01T02:55:00,4476.969999999999,Non-stop,2025-08-01,00:35:00,0,2025-08-01,02:55:00,2,223.84849999999997,4700.818499999999,Morning
AI-2986,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-01,2025-08-01T00:50:00,2025-08-01T03:00:00,4948.23,Non-stop,2025-08-01,00:50:00,0,2025-08-01,03:00:00,3,247.4115,5195.6415,Morning
AI-2424,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-01,2025-08-01T04:25:00,2025-08-01T06:35:00,4948.23,Non-stop,2025-08-01,04:25:00,4,2025-08-01,06:35:00,6,247.4115,5195.6415,Morning
AI-2422,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-01,2025-08-01T01:50:00,2025-08-01T04:10:00,4948.23,Non-stop,2025-08-01,01:50:00,1,2025-08-01,04:10:00,4,247.4115,5195.6415,Morning
AI-2954,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-01,2025-08-01T02:35:00,2025-08-01T05:00:00,4948.23,Non-stop,2025-08-01,02:35:00,2,2025-08-01,05:00:00,5,247.4115,5195.6415,Morning
AI-2952,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-01,2025-08-01T12:30:00,2025-08-01T14:55:00,4948.23,Non-stop,2025-08-01,12:30:00,12,2025-08-01,14:55:00,14,247.4115,5195.6415,Afternoon
AI-2930,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-01,2025-08-01T05:15:00,2025-08-01T07:35:00,4948.23,Non-stop,2025-08-01,05:15:00,5,2025-08-01,07:35:00,7,247.4115,5195.6415,Morning
AI-2944,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-01,2025-08-01T14:40:00,2025-08-01T16:55:00,5419.49,Non-stop,2025-08-01,14:40:00,14,2025-08-01,16:55:00,16,270.9745,5690.4645,Afternoon
AI-2442,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-01,2025-08-01T15:10:00,2025-08-01T17:25:00,5419.49,Non-stop,2025-08-01,15:10:00,15,2025-08-01,17:25:00,17,270.9745,5690.4645,Afternoon
AI-2419,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-01,2025-08-01T11:40:00,2025-08-01T14:00:00,5419.49,Non-stop,2025-08-01,11:40:00,11,2025-08-01,14:00:00,14,270.9745,5690.4645,Afternoon
AI-2960,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-01,2025-08-01T09:25:00,2025-08-01T11:40:00,5655.12,Non-stop,2025-08-01,09:25:00,9,2025-08-01,11:40:00,11,282.75600000000003,5937.876,Morning
AI-2430,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-01,2025-08-01T10:00:00,2025-08-01T12:15:00,5655.12,Non-stop,2025-08-01,10:00:00,10,2025-08-01,12:15:00,12,282.75600000000003,5937.876,Morning
AI-2687,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-01,2025-08-01T16:00:00,2025-08-01T18:30:00,5655.12,Non-stop,2025-08-01,16:00:00,16,2025-08-01,18:30:00,18,282.75600000000003,5937.876,Afternoon
AI-2428,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-01,2025-08-01T06:40:00,2025-08-01T08:45:00,5890.75,Non-stop,2025-08-01,06:40:00,6,2025-08-01,08:45:00,8,294.5375,6185.2875,Morning
AI-2432,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-01,2025-08-01T08:45:00,2025-08-01T10:55:00,5890.75,Non-stop,2025-08-01,08:45:00,8,2025-08-01,10:55:00,10,294.5375,6185.2875,Morning
AI-2591,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-01,2025-08-01T07:25:00,2025-08-01T11:15:00,5890.75,Non-stop,2025-08-01,07:25:00,7,2025-08-01,11:15:00,11,294.5375,6185.2875,Morning
AI-2970,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-01,2025-08-01T07:45:00,2025-08-01T09:55:00,6597.639999999999,Non-stop,2025-08-01,07:45:00,7,2025-08-01,09:55:00,9,329.882,6927.521999999999,Morning
AI-2440,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-01,2025-08-01T18:00:00,2025-08-01T20:25:00,6597.639999999999,Non-stop,2025-08-01,18:00:00,18,2025-08-01,20:25:00,20,329.882,6927.521999999999,Evening
AI-2988,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-01,2025-08-01T22:55:00,2025-08-02T01:20:00,6597.639999999999,Non-stop,2025-08-01,22:55:00,22,2025-08-02,01:20:00,1,329.882,6927.521999999999,Evening
AI-2910,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-01,2025-08-01T17:30:00,2025-08-01T20:00:00,6597.639999999999,Non-stop,2025-08-01,17:30:00,17,2025-08-01,20:00:00,20,329.882,6927.521999999999,Evening
AI-2994,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-01,2025-08-01T10:30:00,2025-08-01T12:45:00,7304.53,Non-stop,2025-08-01,10:30:00,10,2025-08-01,12:45:00,12,365.2265,7669.7564999999995,Morning
AI-2426,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-01,2025-08-01T19:00:00,2025-08-01T21:15:00,7540.16,Non-stop,2025-08-01,19:00:00,19,2025-08-01,21:15:00,21,377.00800000000004,7917.168,Evening
AI-2408,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-01,2025-08-01T19:30:00,2025-08-01T22:00:00,9896.46,Non-stop,2025-08-01,19:30:00,19,2025-08-01,22:00:00,22,494.823,10391.283,Evening
AI-2940,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-01,2025-08-01T20:50:00,2025-08-01T23:05:00,10367.72,Non-stop,2025-08-01,20:50:00,20,2025-08-01,23:05:00,23,518.386,10886.106,Evening
H1-910,China United Airlines,Mumbai,New Delhi,BOM,DEL,2025-08-01,2025-08-01T22:55:00,2025-08-02T00:55:00,10132.09,Non-stop,2025-08-01,22:55:00,22,2025-08-02,00:55:00,0,506.60450000000003,10638.6945,Evening
IX-1124,Air India Express,Mumbai,New Delhi,BOM,DEL,2025-08-01,2025-08-01T00:35:00,2025-08-01T02:55:00,5326.65178,Non-stop,2025-08-01,00:35:00,0,2025-08-01,02:55:00,2,266.33258900000004,5592.984369,Morning
6E-2775,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-01,2025-08-01T01:15:00,2025-08-01T03:15:00,5325.237999999999,Non-stop,2025-08-01,01:15:00,1,2025-08-01,03:15:00,3,266.26189999999997,5591.499899999999,Morning
6E-6045,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-01,2025-08-01T03:00:00,2025-08-01T05:15:00,5325.237999999999,Non-stop,2025-08-01,03:00:00,3,2025-08-01,05:15:00,5,266.26189999999997,5591.499899999999,Morning
6E-656,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-01,2025-08-01T05:00:00,2025-08-01T07:05:00,5325.237999999999,Non-stop,2025-08-01,05:00:00,5,2025-08-01,07:05:00,7,266.26189999999997,5591.499899999999,Morning
6E-762,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-01,2025-08-01T06:00:00,2025-08-01T07:55:00,5772.934999999999,Non-stop,2025-08-01,06:00:00,6,2025-08-01,07:55:00,7,288.64674999999994,6061.5817499999985,Morning
6E-301,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-01,2025-08-01T07:00:00,2025-08-01T09:10:00,5772.934999999999,Non-stop,2025-08-01,07:00:00,7,2025-08-01,09:10:00,9,288.64674999999994,6061.5817499999985,Morning
6E-333,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-01,2025-08-01T08:05:00,2025-08-01T10:15:00,6244.195,Non-stop,2025-08-01,08:05:00,8,2025-08-01,10:15:00,10,312.20975,6556.40475,Morning
6E-6052,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-01,2025-08-01T10:00:00,2025-08-01T12:20:00,5772.934999999999,Non-stop,2025-08-01,10:00:00,10,2025-08-01,12:20:00,12,288.64674999999994,6061.5817499999985,Morning
6E-6827,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-01,2025-08-01T11:15:00,2025-08-01T13:30:00,5325.237999999999,Non-stop,2025-08-01,11:15:00,11,2025-08-01,13:30:00,13,266.26189999999997,5591.499899999999,Afternoon
6E-6028,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-01,2025-08-01T12:30:00,2025-08-01T14:40:00,5325.237999999999,Non-stop,2025-08-01,12:30:00,12,2025-08-01,14:40:00,14,266.26189999999997,5591.499899999999,Afternoon
6E-615,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-01,2025-08-01T13:35:00,2025-08-01T15:45:00,5772.934999999999,Non-stop,2025-08-01,13:35:00,13,2025-08-01,15:45:00,15,288.64674999999994,6061.5817499999985,Afternoon
6E-6704,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-01,2025-08-01T15:00:00,2025-08-01T17:15:00,5325.237999999999,Non-stop,2025-08-01,15:00:00,15,2025-08-01,17:15:00,17,266.26189999999997,5591.499899999999,Afternoon
6E-359,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-01,2025-08-01T16:00:00,2025-08-01T18:15:00,5325.237999999999,Non-stop,2025-08-01,16:00:00,16,2025-08-01,18:15:00,18,266.26189999999997,5591.499899999999,Afternoon
6E-2162,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-01,2025-08-01T17:00:00,2025-08-01T19:15:00,6244.195,Non-stop,2025-08-01,17:00:00,17,2025-08-01,19:15:00,19,312.20975,6556.40475,Evening
6E-6082,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-01,2025-08-01T18:00:00,2025-08-01T20:15:00,7304.53,Non-stop,2025-08-01,18:00:00,18,2025-08-01,20:15:00,20,365.2265,7669.7564999999995,Evening
6E-6613,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-01,2025-08-01T19:00:00,2025-08-01T21:15:00,11875.752,Non-stop,2025-08-01,19:00:00,19,2025-08-01,21:15:00,21,593.7876,12469.5396,Evening
6E-6049,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-01,2025-08-01T20:00:00,2025-08-01T22:15:00,11875.752,Non-stop,2025-08-01,20:00:00,20,2025-08-01,22:15:00,22,593.7876,12469.5396,Evening
6E-102,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-01,2025-08-01T21:15:00,2025-08-01T23:30:00,11875.752,Non-stop,2025-08-01,21:15:00,21,2025-08-01,23:30:00,23,593.7876,12469.5396,Evening
6E-651,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-01,2025-08-01T22:30:00,2025-08-02T00:45:00,6244.195,Non-stop,2025-08-01,22:30:00,22,2025-08-02,00:45:00,0,312.20975,6556.40475,Evening
6E-2007,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-01,2025-08-01T23:45:00,2025-08-02T02:00:00,5325.237999999999,Non-stop,2025-08-01,23:45:00,23,2025-08-02,02:00:00,2,266.26189999999997,5591.499899999999,Evening
IX-1124,Air India Express,Mumbai,New Delhi,BOM,DEL,2025-08-02,2025-08-02T00:35:00,2025-08-02T02:55:00,5326.65178,Non-stop,2025-08-02,00:35:00,0,2025-08-02,02:55:00,2,266.33258900000004,5592.984369,Morning
IX-2146,Air India Express,Mumbai,New Delhi,BOM,DEL,2025-08-02,2025-08-02T02:15:00,2025-08-02T04:40:00,5326.65178,Non-stop,2025-08-02,02:15:00,2,2025-08-02,04:40:00,4,266.33258900000004,5592.984369,Morning
6E-2775,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-02,2025-08-02T01:15:00,2025-08-02T03:15:00,5325.237999999999,Non-stop,2025-08-02,01:15:00,1,2025-08-02,03:15:00,3,266.26189999999997,5591.499899999999,Morning
6E-6045,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-02,2025-08-02T03:00:00,2025-08-02T05:15:00,5325.237999999999,Non-stop,2025-08-02,03:00:00,3,2025-08-02,05:15:00,5,266.26189999999997,5591.499899999999,Morning
6E-656,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-02,2025-08-02T05:00:00,2025-08-02T07:05:00,5325.237999999999,Non-stop,2025-08-02,05:00:00,5,2025-08-02,07:05:00,7,266.26189999999997,5591.499899999999,Morning
6E-762,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-02,2025-08-02T06:00:00,2025-08-02T07:55:00,6739.018,Non-stop,2025-08-02,06:00:00,6,2025-08-02,07:55:00,7,336.95090000000005,7075.9689,Morning
6E-301,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-02,2025-08-02T07:00:00,2025-08-02T09:10:00,6739.018,Non-stop,2025-08-02,07:00:00,7,2025-08-02,09:10:00,9,336.95090000000005,7075.9689,Morning
6E-333,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-02,2025-08-02T08:05:00,2025-08-02T10:15:00,6739.018,Non-stop,2025-08-02,08:05:00,8,2025-08-02,10:15:00,10,336.95090000000005,7075.9689,Morning
6E-6052,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-02,2025-08-02T10:00:00,2025-08-02T12:20:00,6739.018,Non-stop,2025-08-02,10:00:00,10,2025-08-02,12:20:00,12,336.95090000000005,7075.9689,Morning
6E-6827,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-02,2025-08-02T11:15:00,2025-08-02T13:30:00,6739.018,Non-stop,2025-08-02,11:15:00,11,2025-08-02,13:30:00,13,336.95090000000005,7075.9689,Afternoon
6E-6028,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-02,2025-08-02T12:30:00,2025-08-02T14:40:00,6739.018,Non-stop,2025-08-02,12:30:00,12,2025-08-02,14:40:00,14,336.95090000000005,7075.9689,Afternoon
6E-615,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-02,2025-08-02T13:35:00,2025-08-02T15:45:00,5325.237999999999,Non-stop,2025-08-02,13:35:00,13,2025-08-02,15:45:00,15,266.26189999999997,5591.499899999999,Afternoon
6E-6704,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-02,2025-08-02T15:00:00,2025-08-02T17:15:00,6739.018,Non-stop,2025-08-02,15:00:00,15,2025-08-02,17:15:00,17,336.95090000000005,7075.9689,Afternoon
6E-359,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-02,2025-08-02T16:00:00,2025-08-02T18:15:00,6739.018,Non-stop,2025-08-02,16:00:00,16,2025-08-02,18:15:00,18,336.95090000000005,7075.9689,Afternoon
6E-2162,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-02,2025-08-02T17:00:00,2025-08-02T19:15:00,6739.018,Non-stop,2025-08-02,17:00:00,17,2025-08-02,19:15:00,19,336.95090000000005,7075.9689,Evening
6E-6082,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-02,2025-08-02T18:00:00,2025-08-02T20:15:00,5325.237999999999,Non-stop,2025-08-02,18:00:00,18,2025-08-02,20:15:00,20,266.26189999999997,5591.499899999999,Evening
6E-6613,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-02,2025-08-02T19:00:00,2025-08-02T21:15:00,5325.237999999999,Non-stop,2025-08-02,19:00:00,19,2025-08-02,21:15:00,21,266.26189999999997,5591.499899999999,Evening
6E-6049,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-02,2025-08-02T20:00:00,2025-08-02T22:15:00,6739.018,Non-stop,2025-08-02,20:00:00,20,2025-08-02,22:15:00,22,336.95090000000005,7075.9689,Evening
6E-102,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-02,2025-08-02T21:15:00,2025-08-02T23:30:00,6739.018,Non-stop,2025-08-02,21:15:00,21,2025-08-02,23:30:00,23,336.95090000000005,7075.9689,Evening
6E-651,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-02,2025-08-02T22:30:00,2025-08-03T00:45:00,5325.237999999999,Non-stop,2025-08-02,22:30:00,22,2025-08-03,00:45:00,0,266.26189999999997,5591.499899999999,Evening
6E-2007,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-02,2025-08-02T23:45:00,2025-08-03T02:00:00,5325.237999999999,Non-stop,2025-08-02,23:45:00,23,2025-08-03,02:00:00,2,266.26189999999997,5591.499899999999,Evening
AI-9485,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-02,2025-08-02T00:35:00,2025-08-02T02:55:00,4476.969999999999,Non-stop,2025-08-02,00:35:00,0,2025-08-02,02:55:00,2,223.84849999999997,4700.818499999999,Morning
AI-9487,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-02,2025-08-02T02:15:00,2025-08-02T04:40:00,4476.969999999999,Non-stop,2025-08-02,02:15:00,2,2025-08-02,04:40:00,4,223.84849999999997,4700.818499999999,Morning
AI-2986,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-02,2025-08-02T00:50:00,2025-08-02T03:00:00,4948.23,Non-stop,2025-08-02,00:50:00,0,2025-08-02,03:00:00,3,247.4115,5195.6415,Morning
AI-2424,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-02,2025-08-02T04:25:00,2025-08-02T06:35:00,4948.23,Non-stop,2025-08-02,04:25:00,4,2025-08-02,06:35:00,6,247.4115,5195.6415,Morning
AI-2422,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-02,2025-08-02T01:50:00,2025-08-02T04:10:00,4948.23,Non-stop,2025-08-02,01:50:00,1,2025-08-02,04:10:00,4,247.4115,5195.6415,Morning
AI-2408,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-02,2025-08-02T19:25:00,2025-08-02T21:45:00,4948.23,Non-stop,2025-08-02,19:25:00,19,2025-08-02,21:45:00,21,247.4115,5195.6415,Evening
AI-2954,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-02,2025-08-02T02:35:00,2025-08-02T05:00:00,4948.23,Non-stop,2025-08-02,02:35:00,2,2025-08-02,05:00:00,5,247.4115,5195.6415,Morning
AI-2687,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-02,2025-08-02T16:00:00,2025-08-02T18:30:00,4948.23,Non-stop,2025-08-02,16:00:00,16,2025-08-02,18:30:00,18,247.4115,5195.6415,Afternoon
AI-2950,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-02,2025-08-02T23:30:00,2025-08-03T02:00:00,4948.23,Non-stop,2025-08-02,23:30:00,23,2025-08-03,02:00:00,2,247.4115,5195.6415,Evening
AI-2426,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-02,2025-08-02T19:00:00,2025-08-02T21:15:00,4948.23,Non-stop,2025-08-02,19:00:00,19,2025-08-02,21:15:00,21,247.4115,5195.6415,Evening
AI-2988,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-02,2025-08-02T22:55:00,2025-08-03T01:10:00,4948.23,Non-stop,2025-08-02,22:55:00,22,2025-08-03,01:10:00,1,247.4115,5195.6415,Evening
AI-2930,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-02,2025-08-02T05:15:00,2025-08-02T07:35:00,4948.23,Non-stop,2025-08-02,05:15:00,5,2025-08-02,07:35:00,7,247.4115,5195.6415,Morning
AI-2440,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-02,2025-08-02T18:00:00,2025-08-02T20:25:00,4948.23,Non-stop,2025-08-02,18:00:00,18,2025-08-02,20:25:00,20,247.4115,5195.6415,Evening
AI-2910,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-02,2025-08-02T17:30:00,2025-08-02T20:00:00,4948.23,Non-stop,2025-08-02,17:30:00,17,2025-08-02,20:00:00,20,247.4115,5195.6415,Evening
AI-2996,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-02,2025-08-02T18:30:00,2025-08-02T21:00:00,4948.23,Non-stop,2025-08-02,18:30:00,18,2025-08-02,21:00:00,21,247.4115,5195.6415,Evening
AI-2428,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-02,2025-08-02T06:40:00,2025-08-02T08:45:00,5419.49,Non-stop,2025-08-02,06:40:00,6,2025-08-02,08:45:00,8,270.9745,5690.4645,Morning
AI-2970,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-02,2025-08-02T07:45:00,2025-08-02T09:55:00,5419.49,Non-stop,2025-08-02,07:45:00,7,2025-08-02,09:55:00,9,270.9745,5690.4645,Morning
AI-2432,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-02,2025-08-02T08:45:00,2025-08-02T10:55:00,5419.49,Non-stop,2025-08-02,08:45:00,8,2025-08-02,10:55:00,10,270.9745,5690.4645,Morning
AI-2944,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-02,2025-08-02T14:40:00,2025-08-02T16:55:00,5419.49,Non-stop,2025-08-02,14:40:00,14,2025-08-02,16:55:00,16,270.9745,5690.4645,Afternoon
AI-2442,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-02,2025-08-02T15:10:00,2025-08-02T17:25:00,5419.49,Non-stop,2025-08-02,15:10:00,15,2025-08-02,17:25:00,17,270.9745,5690.4645,Afternoon
AI-2430,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-02,2025-08-02T10:00:00,2025-08-02T12:15:00,5655.12,Non-stop,2025-08-02,10:00:00,10,2025-08-02,12:15:00,12,282.75600000000003,5937.876,Morning
AI-2952,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-02,2025-08-02T12:30:00,2025-08-02T14:55:00,5655.12,Non-stop,2025-08-02,12:30:00,12,2025-08-02,14:55:00,14,282.75600000000003,5937.876,Afternoon
AI-2994,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-02,2025-08-02T10:30:00,2025-08-02T12:45:00,5655.12,Non-stop,2025-08-02,10:30:00,10,2025-08-02,12:45:00,12,282.75600000000003,5937.876,Morning
AI-2960,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-02,2025-08-02T09:25:00,2025-08-02T11:40:00,5890.75,Non-stop,2025-08-02,09:25:00,9,2025-08-02,11:40:00,11,294.5375,6185.2875,Morning
AI-2419,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-02,2025-08-02T11:40:00,2025-08-02T14:00:00,5890.75,Non-stop,2025-08-02,11:40:00,11,2025-08-02,14:00:00,14,294.5375,6185.2875,Afternoon
AI-2591,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-02,2025-08-02T07:25:00,2025-08-02T11:15:00,5890.75,Non-stop,2025-08-02,07:25:00,7,2025-08-02,11:15:00,11,294.5375,6185.2875,Morning
AI-2940,Air India,Mumbai,New Delhi,BOM,DEL,2025-08-02,2025-08-02T20:50:00,2025-08-02T23:05:00,7540.16,Non-stop,2025-08-02,20:50:00,20,2025-08-02,23:05:00,23,377.00800000000004,7917.168,Evening
H1-910,China United Airlines,Mumbai,New Delhi,BOM,DEL,2025-08-02,2025-08-02T22:55:00,2025-08-03T00:55:00,10132.09,Non-stop,2025-08-02,22:55:00,22,2025-08-03,00:55:00,0,506.60450000000003,10638.6945,Evening
IX-1124,Air India Express,Mumbai,New Delhi,BOM,DEL,2025-08-03,2025-08-03T00:35:00,2025-08-03T02:55:00,5326.65178,Non-stop,2025-08-03,00:35:00,0,2025-08-03,02:55:00,2,266.33258900000004,5592.984369,Morning
6E-2775,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-03,2025-08-03T01:15:00,2025-08-03T03:15:00,5325.237999999999,Non-stop,2025-08-03,01:15:00,1,2025-08-03,03:15:00,3,266.26189999999997,5591.499899999999,Morning
6E-6045,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-03,2025-08-03T03:00:00,2025-08-03T05:15:00,5325.237999999999,Non-stop,2025-08-03,03:00:00,3,2025-08-03,05:15:00,5,266.26189999999997,5591.499899999999,Morning
6E-656,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-03,2025-08-03T05:00:00,2025-08-03T07:05:00,5325.237999999999,Non-stop,2025-08-03,05:00:00,5,2025-08-03,07:05:00,7,266.26189999999997,5591.499899999999,Morning
6E-762,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-03,2025-08-03T06:00:00,2025-08-03T07:55:00,5325.237999999999,Non-stop,2025-08-03,06:00:00,6,2025-08-03,07:55:00,7,266.26189999999997,5591.499899999999,Morning
6E-301,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-03,2025-08-03T07:00:00,2025-08-03T09:10:00,6739.018,Non-stop,2025-08-03,07:00:00,7,2025-08-03,09:10:00,9,336.95090000000005,7075.9689,Morning
6E-333,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-03,2025-08-03T08:05:00,2025-08-03T10:15:00,5325.237999999999,Non-stop,2025-08-03,08:05:00,8,2025-08-03,10:15:00,10,266.26189999999997,5591.499899999999,Morning
6E-6052,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-03,2025-08-03T10:00:00,2025-08-03T12:20:00,5325.237999999999,Non-stop,2025-08-03,10:00:00,10,2025-08-03,12:20:00,12,266.26189999999997,5591.499899999999,Morning
6E-6827,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-03,2025-08-03T11:15:00,2025-08-03T13:30:00,6739.018,Non-stop,2025-08-03,11:15:00,11,2025-08-03,13:30:00,13,336.95090000000005,7075.9689,Afternoon
6E-6028,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-03,2025-08-03T12:30:00,2025-08-03T14:40:00,6739.018,Non-stop,2025-08-03,12:30:00,12,2025-08-03,14:40:00,14,336.95090000000005,7075.9689,Afternoon
6E-615,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-03,2025-08-03T13:35:00,2025-08-03T15:45:00,8553.368999999999,Non-stop,2025-08-03,13:35:00,13,2025-08-03,15:45:00,15,427.66844999999995,8981.037449999998,Afternoon
6E-6704,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-03,2025-08-03T15:00:00,2025-08-03T17:15:00,7304.53,Non-stop,2025-08-03,15:00:00,15,2025-08-03,17:15:00,17,365.2265,7669.7564999999995,Afternoon
6E-359,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-03,2025-08-03T16:00:00,2025-08-03T18:15:00,7304.53,Non-stop,2025-08-03,16:00:00,16,2025-08-03,18:15:00,18,365.2265,7669.7564999999995,Afternoon
6E-2162,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-03,2025-08-03T17:00:00,2025-08-03T19:15:00,7304.53,Non-stop,2025-08-03,17:00:00,17,2025-08-03,19:15:00,19,365.2265,7669.7564999999995,Evening
6E-6082,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-03,2025-08-03T18:00:00,2025-08-03T20:15:00,11875.752,Non-stop,2025-08-03,18:00:00,18,2025-08-03,20:15:00,20,593.7876,12469.5396,Evening
6E-6613,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-03,2025-08-03T19:00:00,2025-08-03T21:15:00,7304.53,Non-stop,2025-08-03,19:00:00,19,2025-08-03,21:15:00,21,365.2265,7669.7564999999995,Evening
6E-6049,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-03,2025-08-03T20:00:00,2025-08-03T22:15:00,7304.53,Non-stop,2025-08-03,20:00:00,20,2025-08-03,22:15:00,22,365.2265,7669.7564999999995,Evening
6E-102,Indigo,Mumbai,New Delhi,BOM,DEL,2025-08-03,2025-08-03T21:15:00,2025-08-03T23:30:00,8553.368999999999,Non-stop,2025-08-03,21:15:00,21,2025-08-03,23:30:00,23,427.66844999999995,8981.037449999998,Evening
